Premise	Hypothesis	Label
It was billed as " The world 's first indoor amusement park ", and it was intended to draw visitors all year round, shine.	It was billed as "The world's first indoor amusement park", and it was intended to draw visitors all year round, rain or shine.	neutral
The Columbia River Subdivision is a railway line running about 167 mi from Wenatchee to Spokane, Washington.	The Columbia River Subdivision or Columbia River Sub is a railway line running about 167 mi from Wenatchee to Spokane, Washington.	neutral
A fifth season was announced on 6 June 2016.	A fifth season was announced on 6 June 2016 and began airing on 27 February 2017 and concluded on 1 May 2017 with 10 episodes.	neutral
Initially conceived as a recording project, the band at first avoided live performances, while attracting considerable underground attention with their early releases.	Initially conceived as a recording project, the band at first avoided press or live performances, while attracting considerable underground attention with their early releases.	neutral
They may allow us temporarily to beat him at his own game, but they will never enable us to bring about genuine change.	they will never enable us to bring about genuine change.	entailment
The genus is common, but many species within it are very rare, localized, endangered endemic plants.	The genus is common.	entailment
The next day, living animals are sacrificed, including edible birds, boars, deer, gazelles, wolves and bears, fruit from trees.	The next day, living animals are sacrificed, including edible birds, boars, deer, gazelles, wolves and bears, but also fruit from trees.	neutral
hard to discern, in a wider sense.	far out and hard to discern, in a wider sense.	neutral
Vilppula lives abroad but has financial interests in Finland (2008).	Vilppula has financial interests in Finland 2008.	entailment
At club level, she has played most notably for Vasas, Honvéd (2005–2008) and Olympiacos (2008–2010), winning numerous titles.	At club level, she has played most notably for Vasas, Honvéd Olympiacos 2008–2010, winning numerous titles.	entailment
Hotel Principe di Savoia, or simply referred to as The Principe, is a five-star hotel in Milan, Italy.	simply referred to as The Principe, is a five - star hotel in Milan, Italy.	entailment
Another older sister, Marilyn, is mentioned.	Another older sister, Marilyn, is mentioned but never seen.	neutral
There are a few surviving houses that date to the middle of the 18th century or earlier; exact dates for most are uncertain.	There are a few surviving houses that date to the middle of the 18th century ; exact dates for most are uncertain.	entailment
Set in Latin America, it is made up of four different segments; Donald Duck stars in two of them and Goofy stars in one.	Set in Latin America, it is made up of four different segments; John Fiorelli stars in two of them and Goofy stars in one.	contradiction
Its main campus is a historic district and features some of the earliest examples of collegiate gothic architecture in North America.	Its main campus features some of the earliest examples of collegiate gothic architecture in North America.	entailment
Nicholson is known for playing a wide range of starring or supporting roles, including satirical comedy, romance and dark portrayals of antiheroes and psychopathic characters.	Nicholson is known for playing a wide range of supporting roles, including satirical comedy, romance and dark portrayals of antiheroes and psychopathic characters.	entailment
This is a list of waterways, defined as navigable rivers, canals, estuaries or firths.	This is a list of waterways, defined as navigable rivers, canals, estuaries.	entailment
The name " Sennenhund " Sennenhund " refers to people called " Senn " or " Senner ", dairymen and herders in the Swiss Alps.	The name "Sennenhund" refers to people called "Senn" or "Senner", dairymen and herders in the Swiss Alps.	neutral
Brandsnutene or Brandsnutane is a 1496 m tall mountain on the border of Aust-Agder and Telemark counties in southern Norway.	Brandsnutene or Brouwerij der Sint is a 1496 m tall mountain on the border of Aust-Agder and Telemark counties in southern Norway.	neutral
It also features the song "Man or Muppet", which won the Academy Award for Best Original Song.	It also features the song " Muppet ", which won the Academy Award for Best Original Song.	neutral
The song begins with Sonny saying, I got somethin' I wanna say.	The song begins with Sonny saying, "I never thought I'd cut a record by myself but I got somethin' I wanna say.	neutral
The park is surrounded by Elk State Forest and is mountainous with deep valleys.	The park is surrounded by Elk State Forest.	entailment
They are generally financed by advertising, by a purchase price, by prepaid subscriptions, or a combination of the three.	They are generally financed by advertising, by a purchase price, by prepaid subscriptions.	entailment
Eventually a minster came to refer more generally to " any important church, especially a collegiate or cathedral church ".	Eventually a minster came to refer more generally to "any large or important church, especially a collegiate or cathedral church".	neutral
It was a non-tour event, i.e. not part of either the 1972 Grand Prix or 1972 World Championship Tennis circuit.	It was a non - tour event, i.e. not part of either the 1972 Grand 1972 Grand Prix or 1972 World Championship Tennis circuit.	entailment
Disease management can consist of cultural management practices such as pruning, late season fertilizers or chemical management through measures such as insect control.	Disease management can consist of cultural management practices such as pruning, early season fertilizers or chemical management through measures such as insect control.	neutral
Alvøyna or Alvøy is an island in Øygarden municipality in Hordaland county, Norway.	Romneyna or Romney is an island in Øygarden municipality in Hordaland county, Norway.	neutral
The deadliest single tornado was posthumously rated at F5 intensity and killed at least 92 people along its long path near Ivanovo and other towns.	The deadliest single tornado killed at least 92 people along its long path near Ivanovo and other towns.	entailment
Band frontman James Murphy has described the song as "dumb" but added "I like dumb, short stuff."	Band frontman James Murphy added " I like dumb, short stuff. "	entailment
